project_en,project,unit_en,unit,type,owner,parent,province,country,status_tabular,status,start_year,capacity,production,units,geom,lat,lng,route,url_en,url
Amistad-Valvula de Playa Gas Pipeline,Gasoducto Amistad,,,gas_pipeline,,EP Petroecuador [100.00%],,Ecuador,operating,operating,,1.19,,bcm/y,line,nan,nan,"-3.282639,-80.518599:-3.11629,-79.880048",https://www.gem.wiki/Amistad-Valvula_de_Playa_gas_pipeline,operating
Anaco-Barquisimeto Gas Pipeline,Gasoducto Anaco-Barquisimeto,,,gas_pipeline,,PDVSA [100.00%],,Venezuela,operating,operating,195,10,,bcm/y,line,nan,nan,"9.309778,-64.7002:9.450335,-65.0226:9.550169,-65.2326:9.594531,-65.4463:9.624102,-65.66:9.701714,-65.8774:9.764529,-66.0199:9.805168,-66.1024:9.816251,-66.3685:9.91967,-66.496:10.0895,-66.6422:10.11903,-66.7997:10.14855,-66.9796:10.21497,-67.2121:10.25187,-67.407:10.24449,-67.5382:10.21128,-67.6919:10.23711,-67.9281:10.2408,-68.1231:10.38096,-68.2093:10.51,-68.2093:10.4842,-68.303:10.36621,-68.5504:10.274,-68.7904:10.17807,-69.0416:10.09319,-69.274:10.06735,-69.379",https://www.gem.wiki/Anaco-Barquisimeto_Gas_Pipeline,operating
Anaco-Puerto La Cruz Gas Pipeline,Gasoducto Anaco-Puerto La Cruz,,,gas_pipeline,,PDVSA [100.00%],,Venezuela,operating,operating,1951,600,,MMcf/d,line,nan,nan,"9.438540541959688,-64.47240834464472:10.237454813676568,-64.62770843151294",https://www.gem.wiki/Anaco-Puerto_La_Cruz_Gas_Pipeline,operating
Anaco-Puerto Ordaz Gas Pipeline,Gasoducto Anaco-Puerto Ordaz,,,gas_pipeline,,PDVSA [100.00%],,Venezuela,operating,operating,197,615,,MMcf/d,line,nan,nan,"8.214898,-62.9879:8.348454,-63.1003:8.487527,-63.2109:8.583921,-63.3759:8.68029,-63.569:8.797013,-63.7283:8.891475,-63.8726:9.035901,-64.0601:9.148808,-64.2325:9.237628,-64.3581:9.298679,-64.51:9.35787,-64.7321",https://www.gem.wiki/Anaco-Puerto_Ordaz_Gas_Pipeline,operating
Angelin Gas Pipeline,Gasoducto Angelin,,,gas_pipeline,,BP [70.00%]; Repsol [30.00%],,Trinidad and Tobago,operating,operating,2,600,,MMcf/d,line,nan,nan,"10.393,-60.589:10.449,-60.44",https://www.gem.wiki/Angelin_Gas_Pipeline,operating
Atacama Gas Pipeline,Gasoducto Atacama,,,gas_pipeline,,Enel SpA [97.40%]; Other [2.60%],,"Argentina, Chile",operating,operating,1999,1.97,,bcm/y,line,nan,nan,"-23.0898,-70.4168:-22.488234,-68.9240217:-22.911324,-68.2018837:-23.416428,-66.4855217:-23.401436,-66.367099:-23.652523,-65.858674:-23.746104,-65.5011087:-24.505272,-65.071587:-24.210629,-64.8689977:-23.783594,-64.8102907:-23.397074,-64.1532197:-22.505585,-63.7952337",https://www.gem.wiki/Atacama_Gas_Pipeline,operating
Bilac-Santa Maria Gas Pipeline,Gasoduto Bilac-Santa Maria,,,gas_pipeline,,Unknown [unknown %],,Brazil,proposed,proposed_plus,,2.92,,bcm/y,line,nan,nan,"-21.380376,-50.457993:-22.175128,-51.254757:-22.752267,-51.380495:-23.553994,-51.45847:-25.370834,-51.479613:-27.009712,-51.149765:-27.175009,-51.50551:-27.644826,-52.268614:-28.266023,-52.405828:-28.642413,-53.608673:-29.692189,-53.817753",https://www.gem.wiki/Bilac-Santa_Maria_Gas_Pipeline,proposed_plus
Bolivia–Paraguay Gas Pipeline,Gasoducto Bolivia–Paraguay,,,gas_pipeline,,Petróleos Paraguayos [unknown %]; YPFB [unknown %],,"Bolivia, Paraguay",proposed,proposed_plus,2,212,,MMcf/d,line,nan,nan,"-21.266898,-63.475377:-22.030071,-60.599866:-25.276954,-57.579276",https://www.gem.wiki/Bolivia%E2%80%93Paraguay_Gas_Pipeline,proposed_plus
Bolivia–Peru Gas Pipeline,Gasoducto Bolivia–Perú,,,gas_pipeline,,YPFB [100.00%],,"Bolivia, Peru",proposed,proposed_plus,,353,,MMcf/d,line,nan,nan,"-18.193691,-62.908466:-17.440260680712385,-69.47100395339923:-17.7759701,-71.1892805:-17.647268,-71.347902",https://www.gem.wiki/Bolivia%E2%80%93Peru_Gas_Pipeline,proposed_plus
Buenaventura-Yumbo Gas Pipeline,Gasoducto Buenaventura-Yumbo,,,gas_pipeline,,Unknown [unknown %],,Colombia,proposed,proposed_plus,2,400,,MMcf/d,line,nan,nan,"3.90657,-77.075801:3.92063765,-77.07086477:3.9272733,-77.06844614:3.92787654,-77.05332968:3.93511536,-77.04063186:3.9550218,-77.0327713:3.93571859,-76.97049151:3.87599647,-76.95416574:3.87117026,-76.89067663:3.86151775,-76.87979278:3.8699637,-76.86588564:3.84522888,-76.86528099:3.85789803,-76.82295491:3.79756709,-76.7957453:3.78308704,-76.77034965:3.73421508,-76.76188444:3.73542183,-76.74495401:3.75171276,-76.73286085:3.73783532,-76.72741892:3.74205891,-76.71411644:3.74990267,-76.70867452:3.72335427,-76.69537204:3.71551027,-76.66513913:3.61775617,-76.66151118:3.59422119,-76.64337143:3.60689394,-76.59197549:3.56585771,-76.5369516:3.56585771,-76.50974198:3.54714941,-76.49220689:3.545451,-76.490478",https://www.gem.wiki/Buenaventura-Yumbo_Gas_Pipeline,proposed_plus
Camisea Gas Pipeline,Gasoducto Camisea,,,gas_pipeline,,CPPIB (Canada Pension Plan Investment Board) [49.87%]; Enagás [28.95%]; Sonatrach [21.18%],,Peru,operating,operating,2,1540,,MMcf/d,line,nan,nan,"-11.840021,-72.945592:-12.4531,-73.085592:-13.074056,-73.777426:-13.242198,-74.354277:-13.603694,-75.353228:-13.723529,-75.91352:-13.441077,-76.082875:-13.079111,-76.38869:-12.856877374874253,-76.50865851341138:-12.294181,-76.830946",https://www.gem.wiki/Camisea_Gas_Pipeline,operating
Carmópolis-Pilar Gas Pipeline,Gasoduto Carmópolis-Pilar,,,gas_pipeline,,Engie [65.00%]; Caisse de dépôt et placement du Québec [35.00%],,Brazil,operating,operating,2,5.48,,bcm/y,line,nan,nan,"-10.643681578279114,-36.97499061073564:-9.6062,-35.906715",https://www.gem.wiki/Carm%C3%B3polis-Pilar_Gas_Pipeline,operating
Carrasco-Cochabamba Gas Pipeline,Gasoducto Carrasco-Cochabamba,,,gas_pipeline,,YPFB [98.55%]; Other [1.45%],,Bolivia,operating,operating,2,120,,MMcf/d,line,nan,nan,"-17.526,-64.4858:-17.4506,-64.4716:-17.413,-64.4621:-17.3662,-64.5111:-17.3044,-64.5837:-17.2531,-64.6517:-17.2275,-64.7022:-17.2214,-64.8144:-17.1958,-64.8523:-17.1218,-64.9107:-17.0327,-64.9534:-16.9723,-65.0166:-16.9587,-65.1224:-16.9723,-65.2851:-16.9874,-65.4004:-16.9753,-65.4478:-16.9693,-65.4684:-17.0131,-65.5063:-17.0569,-65.5489:-17.0675,-65.6153:-17.0675,-65.7338:-17.0871,-65.8191:-17.1339,-65.8522:-17.1762,-65.8965:-17.2018,-65.9644:-17.226,-66.0134:-17.3044,-66.0355:-17.3979,-66.0292:-17.4702,-66.0292:-17.5305,-66.056",https://www.gem.wiki/Carrasco-Cochabamba_Gas_Pipeline,operating
Carrasco-Yapacaní Gas Pipeline,Gasoducto Carrasco-Yapacaní,,,gas_pipeline,,YPFB [98.55%]; Other [1.45%],,Bolivia,operating,operating,1995,133,,MMcf/d,line,nan,nan,"-17.240824459892632,-64.54207682976865:-17.403403918663763,-63.88223267112482",https://www.gem.wiki/Carrasco-Yapacan%C3%AD_Gas_Pipeline,operating
Carrasco-Yapacaní Gas Pipeline,Gasoducto Carrasco-Yapacaní,Extension,Ampliación,gas_pipeline,,YPFB [98.55%]; Other [1.45%],,Bolivia,operating,operating,2,30,,MMcf/d,line,nan,nan,"-17.240824459892632,-64.54207682976865:-17.403403918663763,-63.88223267112482",https://www.gem.wiki/Carrasco-Yapacan%C3%AD_Gas_Pipeline,operating
Catu-Itaporanga Gas Pipeline,Gasoduto Catu-Itaporanga,,,gas_pipeline,,Engie [65.00%]; Caisse de dépôt et placement du Québec [35.00%],,Brazil,operating,operating,2,3.3,,bcm/y,line,nan,nan,"-12.389247,-38.352183:-10.99055204590774,-37.31748330707008",https://www.gem.wiki/Catu-Itaporanga_Gas_Pipeline,operating
Central Brazil Gas Pipeline,Gasoduto do Brasil Central,,,gas_pipeline,,TGBC (Transportadora de Gás Brasil Central) [100.00%],,Brazil,proposed,proposed_plus,2,2.7,,bcm/y,line,nan,nan,"-22.062153,-47.945259:-21.173532,-47.809566:-19.73376,-47.94889:-18.916715,-48.278953:-18.40049,-49.203298:-16.699446,-49.234928:-16.326391,-48.952215:-15.835326,-48.150611",https://www.gem.wiki/Central_Brazil_Gas_Pipeline,proposed_plus
Centro Oeste Gas Pipeline,Gasoducto Centro Oeste,,,gas_pipeline,,CGC (Compañía General de Combustibles) [28.00%]; Tecpetrol [28.00%]; Southern Cone Energy Holding Company Inc. [24.00%]; Bolsas y Mercados Argentinos SA [20.00%],,Argentina,operating,operating,1981,11.68,,bcm/y,line,nan,nan,"-38.459,-68.709:-37.3433,-67.618636:-36.36653,-67.07371:-35.106985,-66.830465:-33.757381,-66.643717:-33.577093,-65.102981:-33.323776,-63.561241:-33.142615,-62.306177:-32.86922,-61.07707;-33.757381,-66.643717:-33.477857,-67.555749",https://www.gem.wiki/Centro_Oeste_Gas_Pipeline,operating
Chasco Bay-Vallenar Gas Pipeline,Gasoducto Bahía Chasco-Vallenar,,,gas_pipeline,,Mitsui Group [unknown %]; Shell [unknown %]; Wärtsilä [unknown %],,Chile,shelved,shelved,,353.15,,MMcf/d,line,nan,nan,"-27.619652,-70.899029:-28.5776,-70.7823",https://www.gem.wiki/Chasco_Bay-Vallenar_Gas_Pipeline,shelved
Colpa-Rio Grande Gas Pipeline,Gasoducto Colpa-Rio Grande,,,gas_pipeline,,YPFB [98.55%]; Other [1.45%],,Bolivia,operating,operating,1972,245,,MMcf/d,line,nan,nan,"-17.564866965519006,-63.22802819650834:-17.879656433084268,-63.19669088732266:-18.191681570732314,-62.9084969791791",https://www.gem.wiki/Colpa-Rio_Grande_Gas_Pipeline,operating
Colpa-Warnes Gas Pipeline,Gasoducto Colpa-Warnes,,,gas_pipeline,,YPFB [98.55%]; Other [1.45%],,Bolivia,operating,operating,2,115.3,,MMcf/d,line,nan,nan,"-17.54515845066469,-63.23711422091351:-17.53721002861348,-63.1583474694951",https://www.gem.wiki/Colpa-Warnes_Gas_Pipeline,operating
Concho-Progreso Gas Pipeline,Gasoducto Nuevo Burgos,,,gas_pipeline,,Mirage Energy [100.00%],,"United States, Mexico",shelved,shelved,,,,,line,nan,nan,"27.809642,-97.791599:27.780562,-97.907645:27.219965,-98.140514:26.558519,-98.121304:26.498756,-98.047112:26.062188,-97.954522:26.011869,-98.474429:25.682706,-99.459615",https://www.gem.wiki/Concho-Progreso_Gas_Pipeline,shelved
Cordillerano-Patagónico Gas Pipeline,Gasoducto Cordillerano-Patagónico,Cordillerano (North),Norte,gas_pipeline,,PEPCA SA [25.50%]; Pampa Energía SA [25.50%]; Government of Argentina [24.00%]; NYSE [12.00%]; BYMA-Bolsas y Mercados Argentinos SA [8.00%]; Other [5.00%],,Argentina,operating,operating,1986,0.48,,bcm/y,line,nan,nan,"-38.748928,-68.838019:-39.577367,-69.371759:-40.052225,-70.096198:-40.56419,-70.638059:-42.912318,-71.318954",https://www.gem.wiki/Cordillerano-Patag%C3%B3nico_Gas_Pipeline,operating
Cordillerano-Patagónico Gas Pipeline,Gasoducto Cordillerano-Patagónico,Expansion,Ampliación,gas_pipeline,,Enarsa (Energía Argentina SA) [100.00%],,Argentina,construction,construction_plus,,0.25,,bcm/y,line,nan,nan,"-38.748928,-68.838019:-39.577367,-69.371759:-40.052225,-70.096198:-40.56419,-70.638059:-42.912318,-71.318954:-44.048521,-70.598518:-45.685625,-70.251178:-45.730365,-68.308205",https://www.gem.wiki/Cordillerano-Patag%C3%B3nico_Gas_Pipeline,construction_plus
Cordillerano-Patagónico Gas Pipeline,Gasoducto Cordillerano-Patagónico,Patagónico (South),Sur,gas_pipeline,,Camuzzi Gas [100.00%],,Argentina,operating,operating,2,0.37,,bcm/y,line,nan,nan,"-42.912318,-71.318954:-44.048521,-70.598518:-45.685625,-70.251178:-45.730365,-68.308205:-45.558399,-67.662218",https://www.gem.wiki/Cordillerano-Patag%C3%B3nico_Gas_Pipeline,operating
Cross Island Pipeline,Cross Island Pipeline,,,gas_pipeline,,National Gas Company of Trinidad and Tobago [100.00%],,Trinidad and Tobago,operating,operating,2,2400,,MMcf/d,line,nan,nan,"10.13733,-61.07492:10.132347,-61.084071:10.125697,-61.107712:10.117718,-61.126625:10.113728,-61.150941:10.109739,-61.174582:10.107744,-61.188767:10.115723,-61.232672:10.125033,-61.284007:10.129022,-61.30427:10.132347,-61.319806:10.145645,-61.333315:10.164926,-61.349526:10.176229,-61.358983:10.180218,-61.383975:10.184207,-61.397484:10.193514,-61.420449:10.200827,-61.438687:10.20415,-61.45895:10.20548,-61.494074:10.200827,-61.534602:10.197503,-61.56905:10.193514,-61.603499:10.186866,-61.642:10.182212,-61.668343:10.18106,-61.69189",https://www.gem.wiki/Cross_Island_Pipeline,operating
Cuiabá Pipeline,Gasoducto Bolivia-Mato Grosso,,,gas_pipeline,,Grupo J&F [100.00%],,"Bolivia, Brazil",operating,operating,2,1.02,,bcm/y,line,nan,nan,"-18.529097,-60.67063:-16.376847,-58.406537:-16.073406,-57.679122:-15.6779,-56.0223",https://www.gem.wiki/Cuiab%C3%A1_Pipeline,operating
Cuxtal Gas Pipeline,Gasoducto Cuxtal,,,gas_pipeline,,Engie [100.00%],,Mexico,operating,operating,2,240,,MMcf/d,line,nan,nan,"17.864064,-93.119699:17.901117,-93.193326",https://www.gem.wiki/Cuxtal_Gas_Pipeline,operating
Dragon Gas Pipeline,Gasoducto Dragón,,,gas_pipeline,,National Gas Company of Trinidad and Tobago [unknown %]; PDVSA [unknown %]; Shell [unknown %],,"Trinidad and Tobago, Venezuela",shelved,shelved,,300,,MMcf/d,line,nan,nan,"11.1302,-61.8674:11.208932,-61.639851",https://www.gem.wiki/Dragon_Gas_Pipeline,shelved
ECMA Development Gas Pipeline,ECMA Development Gas Pipeline,,,gas_pipeline,,Shell [100.00%],,Trinidad and Tobago,operating,operating,2,275,,MMcf/d,line,nan,nan,"10.146464,-60.112066:10.13733,-61.07492",https://www.gem.wiki/ECMA_Development_Gas_Pipeline,operating
ES-Mucuri A Gas Pipeline,Gasoduto ES-Mucuri A,,,gas_pipeline,,Petrobras [100.00%],,Brazil,proposed,proposed_plus,,4.38,,bcm/y,line,nan,nan,"-20.427697,-38.772281:-19.857997,-40.074054",https://www.gem.wiki/ES-Mucuri_A_Gas_Pipeline,proposed_plus
ES-Mucuri B Gas Pipeline,Gasoduto ES-Mucuri B,,,gas_pipeline,,Petrobras [100.00%],,Brazil,proposed,proposed_plus,,4.38,,bcm/y,line,nan,nan,"-20.427697,-38.772281:-19.458231,-39.758784",https://www.gem.wiki/ES-Mucuri_B_Gas_Pipeline,proposed_plus
Ehrenberg-Los Algodones-San Luis Rio Colorado Gas Pipeline,Gasoducto Ehrenberg-Los Algodones-San Luis Rio Colorado,,,gas_pipeline,,Sempra Energy [100.00%],,"United States, Mexico",cancelled,cancelled,,130,,MMcf/d,line,nan,nan,"33.60361,-114.525645:32.450346,-114.779664",https://www.gem.wiki/Ehrenberg-Los_Algodones-San_Luis_Rio_Colorado_Gas_Pipeline,cancelled
El Encino-La Laguna Gas Pipeline,Gasoducto El Encino-La Laguna,,,gas_pipeline,,Fermaca [100.00%],,Mexico,operating,operating,2,1670,,MMcf/d,line,nan,nan,"28.44444,-105.927201:28.35459,-105.865:28.2097,-105.778:28.07267,-105.705:27.95767,-105.611:27.79809,-105.456:27.61398,-105.236:27.41738,-104.953:27.2956,-104.848:26.96918,-104.631:26.8204,-104.465:26.70818,-104.307:26.62854,-104.195:26.52021,-104.133:26.35856,-104.024:26.25408,-103.948:26.18438,-103.874:26.11669,-103.83:26.04074,-103.78:25.90515,-103.71:25.470703,-103.658696",https://www.gem.wiki/El_Encino-La_Laguna_Gas_Pipeline,operating
El Encino-Topolobampo Gas Pipeline,Gasoducto El Encino–Topolobampo,,,gas_pipeline,,TC Energy [100.00%],,Mexico,operating,operating,2,670,,MMcf/d,line,nan,nan,"28.44444,-105.927201:28.45111,-105.956:28.44488,-105.988:28.44124,-106.029:28.42826,-106.048:28.43086,-106.085:28.40645,-106.109:28.41113,-106.136:28.40178,-106.184:28.38463,-106.234:28.35502,-106.265:28.3519,-106.293:28.34566,-106.322:28.33423,-106.37:28.32124,-106.421:28.31032,-106.461:28.30096,-106.498:28.30408,-106.532:28.31344,-106.561:28.33319,-106.605:28.3467,-106.65:28.35866,-106.683:28.35762,-106.713:28.34618,-106.744:28.33891,-106.78:28.3467,-106.811:28.34307,-106.837:28.31552,-106.876:28.27912,-106.917:28.24376,-106.959:28.20838,-106.988:28.17871,-107.012:28.12717,-107.028:28.08029,-107.047:28.05163,-107.055:28.03548,-107.058:28.01358,-107.07:27.98543,-107.093:27.95831,-107.119:27.94058,-107.14:27.91788,-107.141:27.90692,-107.15:27.90692,-107.185:27.90588,-107.224:27.89336,-107.247:27.88553,-107.278:27.87979,-107.303:27.88761,-107.328:27.88866,-107.357:27.87457,-107.385:27.86047,-107.42:27.84794,-107.463:27.84115,-107.501:27.84063,-107.535:27.83332,-107.566:27.82914,-107.596:27.80773,-107.622:27.78214,-107.64:27.76385,-107.641:27.74817,-107.645:27.74347,-107.659:27.72518,-107.678:27.71211,-107.691:27.68858,-107.693:27.66871,-107.697:27.65564,-107.722:27.64256,-107.733:27.61666,-107.776:27.5994,-107.813:27.58003,-107.825:27.54705,-107.828:27.5193,-107.838:27.49783,-107.853:27.48264,-107.886:27.48002,-107.939:27.48159,-107.977:27.47216,-108.005:27.45068,-108.021:27.43443,-108.043:27.41923,-108.065:27.39879,-108.088:27.37939,-108.105:27.34845,-108.144:27.34006,-108.175:27.33166,-108.196:27.31278,-108.209:27.29494,-108.211:27.28339,-108.235:27.27919,-108.253:27.26555,-108.264:27.26135,-108.3:27.24298,-108.314:27.19309,-108.329:27.17366,-108.354:27.16525,-108.382:27.14791,-108.404:27.12164,-108.413:27.07354,-108.411:27.04251,-108.41:27.01411,-108.428:27.00464,-108.461:26.98464,-108.5:26.96623,-108.51:26.93728,-108.507:26.91885,-108.512:26.85565,-108.505:26.81824,-108.459:26.77607,-108.454:26.74101,-108.43:26.71306,-108.434:26.68721,-108.43:26.66136,-108.421:26.62335,-108.425:26.5827,-108.442:26.5489,-108.451:26.51403,-108.454:26.46911,-108.486:26.42628,-108.502:26.40645,-108.508:26.35778,-108.577:26.3128,-108.633:26.27627,-108.682:26.25297,-108.693:26.21431,-108.705:26.1804,-108.71:26.15337,-108.72:26.12527,-108.73:26.100727,-108.748162:26.074142,-108.75657:26.034637,-108.820847:26.004074,-108.834955:25.952108,-108.923361:25.973923,-108.991814:25.973403,-108.995058:25.95576,-108.998:25.92178,-108.999:25.89416,-109.001:25.87397,-109.004:25.85644,-109.006:25.83093,-109.008:25.8001,-109.01:25.77458,-109.013:25.75331,-109.017:25.71368,-109.022:25.69399,-109.028:25.68069,-109.033:25.66366,-109.038:25.65408,-109.043:25.63065,-109.048:25.608942,-109.050599",https://www.gem.wiki/El_Encino_Topolobampo_Gas_Pipeline,operating
El Oro-Mazatlan Pipeline,Gasoducto El Oro-Mazatlán,,,gas_pipeline,,TC Energy [100.00%],,Mexico,operating,operating,2,202,,MMcf/d,line,nan,nan,"23.192743,-106.35437:23.39249,-106.431:23.75476,-106.58:24.03547,-106.753:24.30592,-106.993:24.55012,-107.278:24.74578,-107.578:25.03549,-107.857:25.33888,-107.988:25.52054,-108.02:25.68285,-108.037:25.85447,-108.154:26.100727,-108.748162",https://www.gem.wiki/El_Oro-Mazatlan_Pipeline,operating
Energia Mayakan Pipeline,Gasoducto de Mayakan,,,gas_pipeline,,Engie [67.50%]; General Electric Company [unknown %]; Mexico Infrastructure Partners [unknown %],,Mexico,operating,operating,1999,250,,MMcf/d,line,nan,nan,"20.71584,-88.1627:20.69297,-88.4707:20.72499,-88.7787:20.74785,-89.0036:20.81184,-89.2823:20.84383,-89.429:20.85296,-89.6343:20.82098,-89.6881:20.71584,-89.7419:20.54655,-89.8054:20.31748,-89.9374:20.04216,-90.0987:19.82154,-90.2454:19.71573,-90.397:19.63286,-90.5094:19.54074,-90.573:19.4163,-90.5925:19.28714,-90.5974:19.20868,-90.6463:19.07011,-90.7294:18.96381,-90.7343:18.88056,-90.749:18.72321,-90.881:18.54717,-91.013:18.47763,-91.101:18.37095,-91.1792:18.29205,-91.3112:18.18061,-91.4432:18.05981,-91.5654:18.00402,-91.6485:17.96682,-91.7316:17.86913,-91.7952:17.80398,-91.8881:17.77139,-91.9712:17.77605,-92.0885:17.83656,-92.2694:17.864064,-93.119699",https://www.gem.wiki/Energia_Mayakan_Pipeline,operating
Energia Mayakan Pipeline,Gasoducto de Mayakan,"Expansion, Phase I","Ampliación, Fase I",gas_pipeline,,Engie [100.00%],,Mexico,proposed,proposed_plus,2,100,,MMcf/d,line,nan,nan,"20.689874,-88.201734:21.159654,-86.821128",https://www.gem.wiki/Energia_Mayakan_Pipeline,proposed_plus
Entrerriano Gas Pipeline,Gasoducto Troncal Entrerriano,,,gas_pipeline,,Entrerriana de Gas [100.00%],,Argentina,operating,operating,1998,,,,line,nan,nan,"-31.89146,-60.590054:-31.908758,-60.543408:-31.908758,-60.489175:-31.912046,-60.434942:-31.918622,-60.39233:-31.92191,-60.365214:-31.954784,-60.338097:-32.004072,-60.307107:-32.030349,-60.272243:-32.043484,-60.252874:-32.128818,-60.202515:-32.210794,-60.132787:-32.282872,-60.066933:-32.335257,-60.004952:-32.36471,-59.880991:-32.38434,-59.75703:-32.403966,-59.706671:-32.403966,-59.671807:-32.420317,-59.58271:-32.420317,-59.540098:-32.420317,-59.509108:-32.397424,-59.481991:-32.390882,-59.400642:-32.374525,-59.311545:-32.354893,-59.230195:-32.33853,-59.195331:-32.341803,-59.121729:-32.325437,-59.117855:-32.32871,-59.048127:-32.341803,-59.001642:-32.374525,-58.974525:-32.38434,-58.924166:-32.420317,-58.823448:-32.423587,-58.780836:-32.439935,-58.699487:-32.466086,-58.5794:-32.485693,-58.451565:-32.492229,-58.358594:-32.449742,-58.300487:-32.400695,-58.273371:-32.361438,-58.257875:-32.26902,-58.23963:-32.217349,-58.238507:-32.174734,-58.24238:-32.086161,-58.254002:-32.02378,-58.284992:-32.000787,-58.300487:-31.964644,-58.300487:-31.905469,-58.319856:-31.836384,-58.312108:-31.546322,-58.184274:-31.470361,-58.141662:-31.467057,-58.126167:-31.420788,-58.091303;-32.492229,-58.358594:-32.528163,-58.32373:-32.613041,-58.401205:-32.652188,-58.428322:-32.694579,-58.447691:-32.749982,-58.46706:-32.78907,-58.49805:-32.83465,-58.521293:-32.899724,-58.540662:-32.9745,-58.517419:-33.016737,-58.517419",https://www.gem.wiki/Entrerriano_Gas_Pipeline,operating
Fénix Gas Pipeline,Gasoducto Fénix,,,gas_pipeline,,TotalEnergies [37.50%]; Wintershall Dea AG [37.50%]; Pan American Energy [25.00%],,Argentina,construction,construction_plus,2,3.65,,bcm/y,line,nan,nan,"-53.155,-67.229:-53.395,-67.679",https://www.gem.wiki/F%C3%A9nix_Gas_Pipeline,construction_plus
GASALP Pipeline,Gasoduto GASALP,,,gas_pipeline,,Engie [65.00%]; Caisse de dépôt et placement du Québec [35.00%],,Brazil,operating,operating,2,0.91,,bcm/y,line,nan,nan,"-9.6062,-35.906715:-9.44213,-35.876:-9.32749,-35.7486:-9.19063,-35.6399:-9.0463,-35.5537:-8.95005,-35.5087:-8.73155,-35.3363:-8.67968,-35.2389:-8.54628,-35.1377:-8.42024,-35.059:-8.390624,-35.02066",https://www.gem.wiki/GASALP_Pipeline,operating
GASBOL Gas Pipeline,Gasoducto GASBOL,,,gas_pipeline,,Petrobras [51.00%]; Fluxys [37.00%]; YPFB [12.00%],,"Bolivia, Brazil",operating,operating,1999,11,,bcm/y,line,nan,nan,"-18.193691,-62.908466:-18.417794,-61.771377:-18.529097,-60.67063:-18.637516,-59.519788:-18.896432,-58.420619:-19.195995,-57.896165:-19.419398,-57.514429:-20.12206,-56.719877:-20.514398,-55.725268:-20.609661,-54.743286:-20.717461,-53.546337:-20.891767,-52.333071:-21.185476,-51.165865:-21.380376,-50.457993:-21.504676,-50.106575:-21.816684,-49.024:-22.062153,-47.945259:-22.719598,-47.133415:-23.947807,-48.48472:-25.576412,-49.373659:-27.497228,-48.709003:-28.605248,-49.401879:-29.877514,-51.147576;-22.719598,-47.133415:-23.459995,-45.981336",https://www.gem.wiki/GASBOL_Gas_Pipeline,operating
GASEB Pipeline,Gasoduto GASEB,,,gas_pipeline,,Engie [65.00%]; Caisse de dépôt et placement du Québec [35.00%],,Brazil,operating,operating,1974,0.51,,bcm/y,line,nan,nan,"-12.389247,-38.352183:-12.2581,-38.2502:-12.1602,-38.1781:-12.0975,-38.0097:-11.9054,-37.8775:-11.6425,-37.6731:-11.3872,-37.4847:-11.1868,-37.3685:-11.006648,-37.067113",https://www.gem.wiki/GASEB_Pipeline,operating
GASFOR Pipeline,Gasoduto GASFOR,,,gas_pipeline,,Engie [65.00%]; Caisse de dépôt et placement du Québec [35.00%],,Brazil,operating,operating,1998,0.74,,bcm/y,line,nan,nan,"-5.14465,-36.3931:-5.20787,-36.4702:-5.22894,-36.5881:-5.23647,-36.7075:-5.22593,-36.8284:-5.20938,-36.8737:-5.20637,-36.9448:-5.20035,-37.0445:-5.19282,-37.1307:-5.13261,-37.235:-5.0754,-37.2969:-4.98206,-37.3226:-4.86008,-37.4058:-4.75164,-37.4677:-4.71549,-37.501:-4.67482,-37.5886:-4.64017,-37.7126:-4.58443,-37.773:-4.52417,-37.8592:-4.44581,-37.9665:-4.17377,-38.3965:-4.12855,-38.4373:-4.03809,-38.4524:-3.90089,-38.5174:-3.81644,-38.6081:-3.74103,-38.6973:-3.63998,-38.8046:-3.546667,-38.831389",https://www.gem.wiki/GASFOR_Pipeline,operating
GasAndes Pipeline,Gasoducto GasAndes,,,gas_pipeline,,CGC (Compañía General de Combustibles) [43.50%]; Naturgy [43.50%]; AES Corporation [13.00%],,"Argentina, Chile",operating,operating,1997,3.94,,bcm/y,line,nan,nan,"-35.106985,-66.830465:-34.496,-67.878:-34.263,-69.313:-34.23,-69.944:-33.778,-70.238:-33.609,-70.347:-33.6,-70.532:-33.56199,-70.722066",https://www.gem.wiki/GasAndes_Pipeline,operating
Gasene Gas Pipeline,Gasoduto Gasene,,,gas_pipeline,,Engie [65.00%]; Caisse de dépôt et placement du Québec [35.00%],,Brazil,operating,operating,2,7.3,,bcm/y,line,nan,nan,"-22.286138,-41.716872:-20.811029,-40.749595:-20.296189,-40.299118:-19.80271,-40.181715:-19.459402,-39.760362:-18.723836,-39.860794:-18.042598,-39.866834:-17.29393,-39.555317:-16.383561,-39.58738:-14.787836,-39.281338:-14.15375,-39.727333:-12.987428,-39.19216:-12.644527,-39.104322:-12.389247,-38.352183",https://www.gem.wiki/Gasene_Gas_Pipeline,operating
