project_en,project,unit_en,unit,type,owner,parent,province,country,status_tabular,status,start_year,capacity,production,units,geom,lat,lng,route,url_en,url
Tambaú,Tambaú,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,2012,,,,point,-24.16,-42.698,,https://www.gem.wiki/Tambaú_Gas_Field_(Brazil),https://www.gem.wiki/Tambaú_Gas_Field_(Brazil)
Tambococha,Tambococha,,,oil_and_gas_extraction_area,PetroEcuador (100%),Petroecuador (100%),,Ecuador,operating,operating,2016,,15.06,million boe/y,point,-0.915,-75.544,,https://www.gem.wiki/Tambococha_Oil_and_Gas_Field_(Ecuador),https://www.gem.wiki/Tambococha_Oil_and_Gas_Field_(Ecuador)
Tambuatá,Tambuatá,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,,,1.14,million boe/y,point,-24.475,-42.471,,https://www.gem.wiki/Tambuatá_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Tambuatá_Oil_and_Gas_Field_(Brazil)
Tapera Avedaño,Tapera Avedaño,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,2016,,1.17,million boe/y,point,-38.233,-69.267,,https://www.gem.wiki/Tapera_Avedaño_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Tapera_Avedaño_Oil_and_Gas_Field_(Argentina)
Tapir Norte,Tapir Norte,,,oil_and_gas_extraction_area,,,,Ecuador,operating,operating,,,1.48,million boe/y,point,-0.47432,-86.978,,https://www.gem.wiki/Tapir_Norte_Oil_and_Gas_Field_(Ecuador),https://www.gem.wiki/Tapir_Norte_Oil_and_Gas_Field_(Ecuador)
Taratunich,Taratunich,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,,,1.30,million boe/y,point,19.401,-92.279,,https://www.gem.wiki/Taratunich_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Taratunich_Oil_and_Gas_Field_(Mexico)
Tartaruga Verde,Tartaruga Verde,,,oil_and_gas_extraction_area,Petrobras (50%);Petronas (50%),Petrobras (50%);Petróleo Brasileiro S.A. (50%);Petroliam Nasional Berhad (Petronas) (50%),,Brazil,operating,operating,2014,,37.59,million boe/y,point,-22.959,-40.688,,https://www.gem.wiki/Tartaruga_Verde_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Tartaruga_Verde_Oil_and_Gas_Field_(Brazil)
Tello,Tello,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,1.57,million boe/y,point,2.974,-75.229,,https://www.gem.wiki/Tello_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Tello_Oil_and_Gas_Field_(Colombia)
Teotleco,Teotleco,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,,,16.41,million boe/y,point,17.909,-93.291,,https://www.gem.wiki/Teotleco_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Teotleco_Oil_and_Gas_Field_(Mexico)
Terecay,Terecay,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,0.52,million boe/y,point,6.884,-71.214,,https://www.gem.wiki/Terecay_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Terecay_Oil_and_Gas_Field_(Colombia)
Terra,Terra,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,2009,,5.30,million boe/y,point,18.232,-92.968,,https://www.gem.wiki/Terra_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Terra_Oil_and_Gas_Field_(Mexico)
Tibú,Tibú,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,0.52,million boe/y,point,8.564,-72.66,,https://www.gem.wiki/Tibú_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Tibú_Oil_and_Gas_Field_(Colombia)
Tilodirán,Tilodirán,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,0.63,million boe/y,point,5.107,-72.197,,https://www.gem.wiki/Tilodirán_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Tilodirán_Oil_and_Gas_Field_(Colombia)
Tiputini,Tiputini,,,oil_and_gas_extraction_area,PetroEcuador (100%),Petroecuador (100%),,Ecuador,operating,operating,2016,,11.48,million boe/y,point,-0.836,-75.566,,https://www.gem.wiki/Tiputini_Oil_and_Gas_Field_(Ecuador),https://www.gem.wiki/Tiputini_Oil_and_Gas_Field_(Ecuador)
Tisquirama,Tisquirama,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,0.52,million boe/y,point,8.015,-73.595,,https://www.gem.wiki/Tisquirama_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Tisquirama_Oil_and_Gas_Field_(Colombia)
Tizón,Tizón,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,1991,,12.79,million boe/y,point,18.549,-92.724,,https://www.gem.wiki/Tizón_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Tizón_Oil_and_Gas_Field_(Mexico)
Tlacame,Tlacame,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,2020,,3.08,million boe/y,point,18.508,-93.454,,https://www.gem.wiki/Tlacame_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Tlacame_Oil_and_Gas_Field_(Mexico)
Tokal,Tokal,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,,,1.15,million boe/y,point,18.212,-93.223,,https://www.gem.wiki/Tokal_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Tokal_Oil_and_Gas_Field_(Mexico)
Tomoporo,Tomoporo,,,oil_and_gas_extraction_area,PDVSA (100%),PDVSA (100%),,Venezuela,operating,operating,,,32.85,million boe/y,point,9.5025,-71.148,,https://www.gem.wiki/Tomoporo_Oil_and_Gas_Field_(Venezuela),https://www.gem.wiki/Tomoporo_Oil_and_Gas_Field_(Venezuela)
Trahuil,Trahuil,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,1.32,million boe/y,point,-45.849,-68.559,,https://www.gem.wiki/Trahuil_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Trahuil_Oil_and_Gas_Field_(Argentina)
Tres Picos (Chubut),Tres Picos (Chubut),,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,2.89,million boe/y,point,-45.881,-68.616,,https://www.gem.wiki/Tres_Picos_(Chubut)_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Tres_Picos_(Chubut)_Oil_and_Gas_Field_(Argentina)
Tropical,Tropical,,,oil_and_gas_extraction_area,,,,Venezuela,operating,operating,,,,,point,9.0838,-66.081,,https://www.gem.wiki/Tropical_Oil_and_Gas_Field_(Venezuela),https://www.gem.wiki/Tropical_Oil_and_Gas_Field_(Venezuela)
Tsimín,Tsimín,,,oil_and_gas_extraction_area,PEMEX,Petroleos Mexicanos,,Mexico,operating,operating,2012,,9.57,million boe/y,point,18.714,-92.691,,https://www.gem.wiki/Tsimín_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Tsimín_Oil_and_Gas_Field_(Mexico)
Tua,Tua,,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,2.02,million boe/y,point,4.41,-72.652,,https://www.gem.wiki/Tua_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Tua_Oil_and_Gas_Field_(Colombia)
Tupi,Tupi,,,oil_and_gas_extraction_area,Petrobras (67.2%);Shell (23%);Galp (9.2%);PPSA (0.6%),"Petrobras (67.2%);Petróleo Brasileiro S.A. (67.2%);Shell plc (23%);Galp Energia, SGPS, S.A. (9.2%);Pré-Sal Petróleo S.A. (0.6%)",,Brazil,operating,operating,2010,,429.41,million boe/y,point,-25.398,-42.839,,https://www.gem.wiki/Tupi_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Tupi_Oil_and_Gas_Field_(Brazil)
Tupi (non-contracted area),Tupi (Área não contratada),,,oil_and_gas_extraction_area,,,,Brazil,operating,operating,,,1.89,million boe/y,point,-24.65,-43.472,,https://www.gem.wiki/Tupi_(non-contracted_area)_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Tupi_(non-contracted_area)_Oil_and_Gas_Field_(Brazil)
Tupilco,Tupilco,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,,,1.32,million boe/y,point,18.333,-93.367,,https://www.gem.wiki/Tupilco_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Tupilco_Oil_and_Gas_Field_(Mexico)
Uech,Uech,,,oil_and_gas_extraction_area,,,,Mexico,operating,operating,,,2.39,million boe/y,point,19.13,-92.546,,https://www.gem.wiki/Uech_Oil_and_Gas_Field_(Mexico),https://www.gem.wiki/Uech_Oil_and_Gas_Field_(Mexico)
Ugarteche,Ugarteche,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,0.90,million boe/y,point,-33.283,-68.891,,https://www.gem.wiki/Ugarteche_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Ugarteche_Oil_and_Gas_Field_(Argentina)
Underriver (Boyaca),Underriver (Boyaca),,,oil_and_gas_extraction_area,,,,Colombia,operating,operating,,,0.43,million boe/y,point,6.321,-74.478,,https://www.gem.wiki/Underriver_(Boyaca)_Oil_and_Gas_Field_(Colombia),https://www.gem.wiki/Underriver_(Boyaca)_Oil_and_Gas_Field_(Colombia)
Uruguá,Uruguá,,,oil_and_gas_extraction_area,Petrobras (100%),Petrobras (100%);Petróleo Brasileiro S.A. (100%),,Brazil,operating,operating,2010,,,,point,-24.314,-42.682,,https://www.gem.wiki/Uruguá_Oil_and_Gas_Field_(Brazil),https://www.gem.wiki/Uruguá_Oil_and_Gas_Field_(Brazil)
Vacas Muertas,Vacas Muertas,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,0.71,million boe/y,point,-33.493,-68.605,,https://www.gem.wiki/Vacas_Muertas_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Vacas_Muertas_Oil_and_Gas_Field_(Argentina)
Valle Hermoso,Valle Hermoso,,,oil_and_gas_extraction_area,,,,Argentina,operating,operating,,,6.49,million boe/y,point,-45.755,-68.533,,https://www.gem.wiki/Valle_Hermoso_Oil_and_Gas_Field_(Argentina),https://www.gem.wiki/Valle_Hermoso_Oil_and_Gas_Field_(Argentina)
